"","Symbol","Min","Max","Average","Standard_Deviation","Covariance"
"326","DENABANK",23.95,47.4,33.760404040404,4.73537144809155,22.2239893878052
"327","DENORA",205,447.3,289.944343434343,53.4769520554124,2818.49947381712
"328","DEVIT",46.85,85.5,59.7279411764706,8.9762438830708,77.1721732026144
"329","DFMFOODS",1130.75,2091.1,1659.922,244.905249967916,58612.6745875502
"330","DHAMPURSUG",53.15,317.35,166.24101010101,74.0038666034214,5484.65268567251
"331","DHANBANK",17.05,43.05,27.9338383838384,7.47557029455867,55.9390021674232
"332","DHANUKA",480.25,919.05,697.786262626263,96.2098556756072,9159.59776179814
"333","DHARSUGAR",12.75,67.9,32.8767676767677,10.4633409435504,109.306069756267
"334","DHFL",142.2,1247,907.994473586997,276.828976927876,76599.0168752803
"335","DHUNINV",123.55,474.15,217.706868686869,96.4271192414005,9308.84086146894
"336","DIAPOWER",15.95,59.85,33.3413131313131,9.57628995195193,91.8474192941561
"337","DICIND",439.65,731.3,531.238080808081,55.0580988625455,2969.01857257801
"338","DIGJAMLTD",9.65,22.1,12.9376712328767,1.90104404552967,3.44339464473882
"339","DISHTV",67.4,109.75,87.4540322580645,9.17499863049932,82.1095791788856
"340","DIVISLAB",545.3,1347.85,949.356754032258,227.412567458637,51526.2983656525
"341","DLF",80.8,263.8,154.873232323232,38.1044944278731,1436.14676358729
"342","DLINKINDIA",75.55,178.05,114.384242424242,19.2860019872876,369.763036345234
"343","DMART",614.4,1268.65,941.683928571429,176.346055430865,31262.2735966117
"344","DOLLAR",400.35,2344.65,1237.54281609195,794.958423072182,629538.55004792
"345","DOLPHINOFF",68.3,141.35,101.796161616162,16.0250100397924,253.213340551262
"346","DONEAR",23,86.45,53.4435353535354,18.8370972664949,354.941325910931
"347","DPL",70.35,165.1,88.2409090909091,19.2059272064678,362.925181726169
"348","DPSCLTD",10.5,45.65,31.3413131313131,9.38337508731697,88.1901841696315
"349","DQE",11.65,44.85,21.4425252525253,4.97941355981452,24.7869060135771
"350","DREDGECORP",293.4,853.7,493.361818181818,122.378992396932,14830.0516549503
"351","DRL",27,43.25,38.2244444444444,3.41194402759493,11.2887041198502
"352","DRREDDY",1931.1,3676.65,2830.54818181818,363.250503211946,130376.33995565
"353","DSKULKARNI",17,110.7,57.6369696969697,21.281190895727,454.23211691817
"354","DSSL",9.05,51.2,21.12774049217,9.24499331451459,86.7125077246416
"355","DTIL",216.9,412.95,291.608787878788,28.0066395855691,753.85922282542
"356","DUCON",13.15,87.6,38.9567237163814,17.4979476394404,307.421344833166
"357","DWARKESH",44.4,749.6,256.08303030303,145.164471027498,20953.4663815176
"358","DYNAMATECH",1531.1,3368.8,2485.80373737374,440.434380921775,192770.640516654
"359","EASTSILK",2,8.3,3.21878787878788,1.29215185737778,1.68649837443258
"360","EASUNREYRL",15.75,54.95,28.8564777327935,6.42847987407517,41.6613292163159
"361","ECEIND",134.55,414.75,232.792769857434,57.4666008915311,3173.07501200175
"362","ECLERX",1167.95,1671.05,1381.69101010101,101.112886742365,10061.6651990144
"363","ECLFINANCE",992.06,1630,1142.04863540346,158.460101372301,24949.9435848299
"364","EDELWEISS",45.8,301.45,143.662298387097,78.297482124459,6133.93084447295
"365","EDL",36.7,101.4,53.5915151515152,10.4929998222872,110.228993099006
"366","EDUCOMP",4.75,17.2,10.4442424242424,2.57882458038835,6.78386400441664
"367","EHFLNCD",985,1230,1063.9598381877,38.5779435169853,1447.67266810201
"368","EICHERMOT",15459.5,32861.95,24314.3408080808,4692.66788094486,22008528.7119925
"369","EIDPARRY",155.05,375.15,275.984848484848,55.0294946929481,3028.58870690713
"370","EIFFL",88.2,158.9,125.803475935829,23.9130588385134,568.1938156949
"371","EIHAHOTELS",235.45,401.75,328.258215010142,33.849360192258,1118.04163358152
"372","EIHOTEL",92.35,155.85,119.345555555556,16.5801171241536,275.546514957265
"373","EIMCOELECO",285.1,693.1,455.344661190965,94.6259947419497,8974.01217043332
"374","EKC",13.8,74.65,30.9148484848485,12.186055394599,146.982658416145
"375","ELAND",14,62.05,26.5709090909091,7.9143896124125,62.7997439271255
"376","ELECON",42.95,110.55,61.2270707070707,9.98645563038976,96.7856448288554
"377","ELECTCAST",16.95,39.1,25.8590909090909,5.85784865563166,33.9592629738682
"378","ELECTHERM",38.6,294.95,157.681616161616,71.5086193200432,5114.68635965935
"379","ELGIEQUIP",120.15,315.25,194.169393939394,40.2272159674299,1602.62768997669
"380","ELGIRUBCO",24.2,66.5,40.8086868686869,10.1610132156071,103.21580681307
"381","EMAMIINFRA",31.2,302.8,97.1746464646465,66.2071612977902,4383.27485175643
"382","EMAMILTD",912.3,1330.6,1092.37494969819,88.6825214352433,7636.78102917911
"383","EMCO",17,36.1,26.0378787878788,4.43580556352774,19.4223613667035
"384","EMKAY",47.55,310.15,109.982489878543,75.1613963352316,5697.38576979535
"385","EMMBI",46.15,247.9,141.862626262626,51.4175578989829,2642.01058346624
"386","ENDURANCE",522.95,1370.25,851.9355,222.232863418895,49032.9400794314
"387","ENERGYDEV",14.85,237.15,65.6068410462777,55.1548462055744,3067.38191522117
"388","ENGINERSIN",143.65,336.35,190.730101010101,45.6740920567935,2066.92575832209
"389","ENIL",628.4,969.3,777.794444444444,67.8527835633288,4529.03435222672
"390","EON",45.7,134.45,71.7263636363636,17.5615161389406,307.335533768863
"391","EQUITAS",135.2,200.9,162.810854503464,13.9372152839075,191.063153908455
"392","EROSMEDIA",127.65,299.85,203.139393939394,26.5220280006559,682.049940498098
"393","ESABINDIA",440.95,1024.6,633.302525252525,103.542975043492,10607.5269747577
"394","ESCORTS",117.2,787.45,420.653636363636,212.102373081755,45003.7985567722
"395","ESL",2.45,6.75,4.02600806451613,0.952417971194383,0.904708190778755
"396","ESSARSHPNG",23.05,35.3,27.5623232323232,2.0612360331554,4.04060977180714
"397","ESSDEE",29.55,263.4,66.6268686868687,37.465419484894,1444.5549086104
"398","ESSELPACK",133.05,310.9,227.953232323232,40.3551490683972,1624.0522635464
"399","ESTER",31.4,89.2,45.509696969697,9.5126900598723,89.747589099497
"400","EUROCERA",2.7,14.45,6.57565656565657,2.24141825475418,5.06213124156545
"401","EUROMULTI",1.35,3.9,2.42892720306513,0.573531903803288,0.326061634246979
"402","EUROTEXIND",21.45,46.15,32.2171842650104,6.34057561339107,40.4623976508337
"403","EVEREADY",202.3,442.6,280.694747474747,54.1038609147018,2904.93561375905
"404","EVERESTIND",185.1,596.1,293.97202020202,92.4132566793345,8494.382267779
"405","EXCEL",24.35,130.3,48.1250505050505,21.4566689506307,455.854020692758
"406","EXCELCROP",910,2059.7,1556.3,314.537774760063,98971.7630364372
"407","EXCELINDUS",143.85,683.45,362.834343434343,108.011590613253,11635.3400393101
"408","EXIDEIND",118.3,247.5,187.955353535354,32.2677333573104,1038.62912442236
"409","FACT",19.05,61.65,32.3311111111111,10.5902871519763,112.6282077148
"410","FAGBEARING",3762.35,4913,4154.01879795396,283.564924797158,78714.1478093482
"411","FAIRCHEM",379.1,583.45,463.672127659574,46.3579059971994,2100.31403773413
"412","FCL",21.35,76.2,31.4575757575758,5.46075139994879,27.5880197215066
"413","FCONSUMER",18.9,78.15,38.736531986532,16.3999455264366,268.745154330467
"414","FCSSOFT",0.05,0.6,0.306625,0.0690962742322765,0.00400460526315789
"415","FDC",164.55,256,196.679090909091,17.4801704363436,297.817818641884
"416","FEDDERELEC",59.6,92.6,75.1807971014493,7.43830420411697,53.6175932243732
"417","FEDERALBNK",42.75,126.45,81.7857575757576,25.908646232035,672.284044657097
"418","FEL",15.05,56.55,30.3085995085995,12.3743885654512,153.662279429564
"419","FELDVR",13.75,54.45,27.7197788697789,11.9221451519797,143.604225106208
"420","FIEMIND",667.4,1472.95,952.520303030303,146.140956777639,21100.6924951846
"421","FILATEX",33.3,230.1,102.920081135903,54.764835781775,2994.58789182704
"422","FINCABLES",209.85,714.05,436.866028225806,119.039473166971,14079.7258565188
"423","FINPIPE",264.75,738.2,498.595060483871,115.429857274015,13333.2375241834
"424","FLEXITUFF",74.25,214.4,162.568484848485,48.0955224325928,2320.75554318489
"425","FLFL",70.8,396.6,202.039436619718,106.007160411705,11250.9142910183
"426","FMGOETZE",290.35,624.8,458.994747474747,93.3837014204225,8662.64298238457
"427","FMNL",18.35,190.25,61.5261616161616,42.7385241293046,1838.30686260377
"428","FORTIS",125.1,226.8,171.429536290323,18.1591110111104,323.304544436298
"429","FOSECOIND",1077.7,2176.8,1367.10818181818,102.167691145961,9869.355944424
"430","FOURTHDIM",36,201.4,92.6680387409201,40.8416527850195,1682.82298180787
"431","FRETAIL",120.15,644.85,324.522305389222,155.315877072002,24230.4373025795
"432","FSL",29.65,52.85,39.4441414141414,4.53115575654634,20.1500182390709
"433","GABRIEL",75.8,214.35,127.053636363636,37.6252762631133,1410.39612550607
"434","GAEL",36.3,201.2,99.5352525252525,41.222477196322,1700.09397033084
"435","GAIL",304.1,524.9,402.93404040404,45.4537032318407,2041.44573270151
"436","GAL",5.6,121.75,25.6812121212121,24.8590541131854,610.172200067476
"437","GALLANTT",24.9,52,38.39675,6.41719880780135,41.2811806077694
"438","GALLISPAT",183.35,635.85,451.471679197995,135.531495625444,18215.6808645357
"439","GAMMNINFRA",2.7,7.1,4.31121212121212,0.843827640275225,0.71068304502515
"440","GAMMONIND",5.45,20.4,11.8366666666667,3.36010229745952,11.3663731443995
"441","GANDHITUBE",199.4,428.55,294.620546558704,47.8518510932182,2283.3733883786
"442","GANECOS",115,417.95,243.223434343434,89.6367257182744,8026.21524708625
"443","GANESHHOUC",60.1,176.5,104.329494949495,23.7959444531305,557.373309512125
"444","GARDENSILK",20.9,47.7,30.8338383838384,4.50095934602348,19.8471906821249
"445","GARWALLROP",278.85,977.5,623.024141414141,216.845573883757,47007.3950931787
"446","GATI",99.15,183.75,129.216565656566,17.1636369550727,292.334582075819
"447","GAYAPROJ",133.9,747.45,422.008568548387,229.081462821089,52405.4111041259
"448","GDL",208.05,343.15,261.149798387097,25.4427003275845,633.175327386771
"449","GEECEE",90.85,211.3,137.914747474747,21.9446203206868,473.616944955629
"450","GEMINI",0.35,5.6,2.07806603773585,0.831190171989351,0.693989975021187
"451","GENESYS",41.55,376.35,153.057894736842,99.9477453656283,9968.78689735241
"452","GENUSPAPER",3.7,13,5.65,1.97822662169975,3.92092105263158
"453","GENUSPOWER",35.4,76.6,48.7920202020202,8.13051506749412,65.0246268556005
"454","GEOJITFSL",42.35,142.95,98.3582125603865,27.1953059412126,747.543616739365
"455","GEPIL",451.4,727.5,607.899226006192,70.7550557267094,4911.41895652655
"456","GESHIP",278.05,468.2,366.712929292929,37.1216428913987,1350.29748780313
"457","GET&D",279.05,443.05,351.37399380805,39.2530600361134,1521.78919492625
"458","GHCL",98.95,317.9,221.020707070707,56.7057526991323,3204.19885883123
"459","GICHSGFIN",183.25,616.05,364.825757575758,119.937374254646,14391.1093832045
"460","GILLANDERS",49.25,98.8,65.5781818181818,6.82828339902508,45.1112576370997
"461","GILLETTE",4003.95,7011.75,4776.25606060606,666.641243795178,440892.976680929
"462","GINNIFILA",13.95,63.6,32.2707831325301,13.0460230373745,170.43519390439
"463","GIPCL",75.1,144.25,103.547878787879,19.0931352668246,365.625808091032
"464","GITANJALI",30.55,94.6,56.7050505050505,15.1254111178936,228.180552846277
"465","GKWLIMITED",399.2,820.65,530.77898989899,92.1717326658307,8191.88502052918
"466","GLAXO",2330.55,3814.75,2866.85202020202,408.310040168979,165757.186073386
"467","GLENMARK",532.15,965.25,780.998585858586,123.972122854131,15272.4131578845
"468","GLOBALVECT",63.15,195.95,110.992121212121,34.1781429278037,1160.44899426451
"469","GLOBE",42,52,49.2381944444444,2.53119263010007,7.25536336071988
"470","GLOBOFFS",32.55,348.1,108.577878787879,83.7116123307491,7096.62058348669
"471","GLOBUSSPR",51.05,163.55,79.9247474747475,20.3351441036314,404.614347063755
"472","GMBREW",396.95,1087.8,598.346868686869,167.323031371116,28039.5508795444
"473","GMDCLTD",54.05,175.15,109.039393939394,33.7421694865081,1135.7571488161
"474","GMRINFRA",10.5,22.45,14.6740404040404,2.61657513239452,6.7120911135648
"475","GNA",175.7,433.25,256.828095238095,67.0480620432005,4443.03385198665
"476","GNFC",66.4,523.4,234.374444444444,114.197074570809,13031.3710112461
"477","GOACARBON",64.1,1025.3,221.267474747475,237.093983254388,56023.329634687
"478","GOCLCORP",125.55,598.15,322.974748490946,139.899620160152,19544.4991939946
"479","GODFRYPHLP",807.85,1513.95,1106.26481854839,152.471645972035,22845.1674118504
"480","GODREJCP",886.2,1954.1,1376.00464646465,295.257901005032,86635.154081626
"481","GODREJIND",291.8,690.45,475.524343434343,107.22240261151,11517.4313095735
"482","GODREJPROP",267.35,728.2,425.106868686869,133.043483475275,17678.3023943483
"483","GOENKA",0.2,2.3,0.804157782515991,0.441647054049529,0.193612443733712
"484","GOKEX",42.35,136.95,82.3334004024145,22.5065409647109,501.022400887178
"485","GOKUL",9.95,32.45,19.6812248995984,5.25346717988063,27.4526134517951
"486","GOKULAGRO",9.25,33.05,20.7079241071429,6.0673401123532,37.1161896647291
"487","GOLDBEES",2280.2,2910.15,2651.65121212121,105.666213438806,11111.5650444424
"488","GOLDENTOBC",35,83.1,52.984703196347,12.1434609642755,145.361487361943
"489","GOLDIAM",40.9,98.2,71.7366666666667,14.5389461607638,211.062385290148
"490","GOLDINFRA",16.1,229.85,65.8515151515151,63.418128169264,4050.20115445958
"491","GOLDIWIN",252.35,302.9,271.776890756303,10.6023604601956,109.017906772259
"492","GOLDSHARE",2276.55,2908.85,2631.24656565657,108.710501544589,11733.688759232
"493","GOLDTECH",3.8,17.4,8.68215811965812,2.73373270017668,7.55104174673768
"494","GOODLUCK",71.65,127.8,93.3947580645161,11.4862993812935,128.581334718149
"495","GPIL",48.45,361.35,90.5371717171717,44.5644892998845,1940.53393881119
"496","GPPL",124.25,194.9,154.392828282828,15.0448975196688,218.884035455772
"497","GPTINFRA",120.85,289.55,221.684877384196,44.1377048636084,1947.33326536234
"498","GRANULES",99.1,152.05,127.901919191919,11.9254406615946,138.647335879033
"499","GRAPHITE",64.95,710.2,167.261414141414,163.83959101829,26742.7175090889
"500","GRASIM",787.45,5286.1,2256.22052313883,1549.70520032184,2398503.60464562
"501","GRAVITA",16.5,167.8,61.7247474747475,45.2561181884696,2045.41324270028
"502","GREAVESCOT",113.85,174.55,139.388686868687,14.8010806071243,216.523640064614
"503","GREENLAM",454.8,1353.95,730.588028169014,169.483018176265,28554.5212035012
"504","GREENPLY",163.3,986.35,262.314949494949,69.3130618663681,4806.88343544759
"505","GREENPOWER",8,17.95,10.1889898989899,1.5102969752135,2.29737780640412
"506","GRINDWELL",310.4,750.45,456.454444444444,138.140381644672,19108.7749562528
"507","GROBTEA",228,1393.75,378.101086956522,185.220393240117,34348.7184940065
"508","GRPLTD",875.3,1769.85,1334.11649484536,226.847009067372,51458.1640918143
"509","GRUH",228,546.45,364.592323232323,95.1573363732103,9031.67657282337
"510","GSCLCEMENT",22.3,38.9,28.5783838383838,3.64260904045447,13.0666149245491
"511","GSFC",58.9,163.3,103.184677419355,28.7073898045552,821.743617220593
"512","GSKCONS",4901.75,6675.7,5620.5095959596,469.962734065976,215972.498091696
"513","GSPL",122.2,227.5,160.993131313131,25.6088779301046,651.83691468327
"514","GSS",19.4,39.65,25.5437373737374,3.60696037256696,12.8767123768045
"515","GTL",10.7,23.05,14.6765656565657,2.40804074844812,5.73065311004785
"516","GTLINFRA",1.7,7.75,4.34080808080808,1.71778071963341,2.97199390667812
"517","GTNIND",9.5,24.9,16.088090349076,3.36099354677302,11.4447974603054
"518","GTNTEX",9,34.8,16.5073469387755,5.44975629387392,29.815487187513
"519","GTOFFSHORE",10.05,53.25,30.5400523560209,11.9304647865663,143.007621373899
"520","GUFICBIO",34.05,129.55,58.6342424242424,19.0337002478051,358.881496166115
"521","GUJALKALI",145.05,789.4,371.286868686869,164.2753216553,26941.2329794913
"522","GUJAPOLLO",116.25,285.65,159.622874493927,44.1585034967382,1945.0782729057
"523","GUJFLUORO",412.25,929.8,614.681616161616,134.77328261903,18085.7035134953
"524","GUJGASLTD",481.15,964.15,662.09404040404,131.445450077172,17220.1663685335
"525","GUJNRECOKE",1.4,4.2,2.69525252525253,0.722857498001992,0.520503905451274
"526","GUJNREDVR",1.3,3.6,2.13151515151515,0.528572984623326,0.275561158140106
"527","GULFOILLUB",459.05,1025.65,696.720362903226,133.148829573668,17714.2225980572
"528","GULFPETRO",45,101.25,76.7882828282828,13.3901723161686,177.225105590316
"529","GULPOLY",72.9,484.4,219.974545454545,141.012379967845,19934.1305632131
"530","GVKPIL",4.25,18.7,8.0962,3.39936419258479,11.4797220440882
"531","HANUNG",3.3,12,5.56545454545455,1.7417499418033,3.05288314317262
"532","HARITASEAT",328.8,1009.9,654.200101010101,147.735725640607,21774.0136428455
"533","HARRMALAYA",40.15,118.95,74.3427272727273,13.6626214295904,184.26224291498
"534","HATHWAY",24.65,46.95,35.1056451612903,4.0505004538156,16.2466276474422
"535","HATSUN",313.45,898.25,503.079175050302,153.682762651552,23704.0956488934
"536","HAVELLS",269.95,562.45,413.898387096774,76.466971924963,5828.16604463995
"537","HBLPOWER",29.6,74.4,43.021875,9.56954503802811,90.773420770202
"538","HBSTOCK",6.75,53.7,18.5102226720648,10.1387774942596,103.546427833803
"539","HCC",17.15,47.3,32.7909090909091,9.00558633317506,80.9453487302171
"540","HCG",171,298.4,238.542431192661,33.1410477509348,1101.06084126859
"541","HCL-INSYS",33.3,63.3,47.9260080645161,6.85835249763039,46.3069169314109
"542","HCLTECH",708.75,937.25,825.360786290323,47.6238733484986,2217.5194260549
"543","HDFC",125.6,1798.1,875.258528428094,628.519747612341,395140.407790076
"544","HDFCBANK",942.65,1884.5,1428.7875,278.827701045125,77557.9455203443
"545","HDFCMFGETF",2363.05,2939.7,2715.5294949495,110.016657271864,12028.347872715
"546","HDFCNIFETF",698,1075.91,895.842672064777,99.975718150061,9965.84833752043
"547","HDFCSENETF",2075,3501,2935.63533088235,311.335446786453,94079.8582081561
"548","HDIL",52.65,108.05,76.0932323232323,14.8735220970496,219.159534116468
"549","HEG",118.75,2336.35,424.810303030303,515.454670875763,263620.022056312
"550","HEIDELBERG",62.05,167.5,118.17898989899,23.298179000227,541.128031662782
"551","HERCULES",127.45,190.4,152.946464646465,11.0374845599528,116.099875628757
"552","HERITGFOOD",465.4,1539.85,860.050808080808,287.631338719403,82538.4820491862
"553","HEROMOTOCO",2427.75,4048.95,3309.71616465863,388.264282393636,151009.404561829
"554","HESTERBIO",370.6,1922.8,801.466767676768,237.949045151943,55617.8578226087
"555","HEXATRADEX",13.2,66.45,20.6829292929293,7.52150065951627,55.9508008935509
"556","HEXAWARE",178.85,344.65,237.58797979798,37.8437588375555,1412.62786881978
"557","HFCL",11.15,35.95,17.8119191919192,5.22680042334903,27.0641229501493
"558","HGS",371,918.1,523.44303030303,102.397691989648,10305.0384703717
"559","HIGHGROUND",8.2,43.5,20.8394545454545,9.85081315295271,98.3618092568016
"560","HIKAL",117.35,259.9,196.050606060606,34.767475867173,1211.40861366703
"561","HIL",425.5,1499.5,780.717373737374,274.439537398351,75147.5273918026
"562","HILTON",14.5,51.8,24.22995951417,9.79114831845045,95.9444877269629
"563","HIMATSEIDE",147.8,400.1,293.496767676768,61.3658331269192,3754.93454530119
"564","HINDALCO",60.9,276.5,168.645757575758,58.1903670550186,3381.15938182432
"565","HINDCOMPOS",451.2,2354,1143.52101010101,504.08529763372,254196.750335715
"566","HINDCOPPER",42.75,103.65,63.0170707070707,11.7031439988814,135.443156115814
"567","HINDDORROL",2.35,20.2,10.3436768149883,3.08424853594137,9.524961449022
"568","HINDMOTORS",4.65,11.9,7.30602409638554,1.74246981660872,3.02370397081283
"569","HINDNATGLS",62.1,175.55,98.6397302904564,19.7119512522842,386.112165019712
"570","HINDOILEXP",26.8,137.15,64.8832323232323,27.0164541941248,726.684445701959
"571","HINDPETRO",340.4,1315.45,627.200202020202,243.327789717794,59181.0206997096
"572","HINDUJAVEN",375.9,793.4,476.53185483871,66.9967190014307,4400.59378168785
"573","HINDUNILVR",767.9,1367.85,972.716363636364,164.611152149091,26980.5015026684
"574","HINDZINC",139,326.75,244.804545454545,55.2134083358947,3064.83206201693
"575","HIRECT",58.85,143.25,87.4263636363636,16.2193818339041,258.583195712183
"576","HISARMETAL",28.7,128.75,61.4297959183673,25.0695023630042,619.696654650385
"577","HITECH",54,364,147.941191709845,58.0444009414695,3365.74998819057
"578","HITECHCORP",159.5,226.05,188.311437908497,16.79476490404,270.172137835397
"579","HITECHGEAR",230.35,580.65,323.735757575758,61.2976576071162,3684.48320307324
"580","HMT",31.75,55.7,40.1232323232323,3.55223252725635,12.5706325910931
"581","HMVL",230.65,305,270.281919191919,14.9727032788083,213.569415552284
"582","HNGSNGBEES",1774,2969,2269.96281179138,295.57573304913,84661.4793052237
"583","HOCL",12.45,33.55,20.4017412935323,4.80016203516368,23.1553214910485
"584","HONAUT",7997.65,20465.7,10926.0103030303,2844.74521717545,8067248.52708843
"585","HONDAPOWER",1094.75,1665.25,1350.27343434343,112.606231473768,12414.6128475545
"586","HOTELEELA",15.2,25.15,18.9181451612903,2.23064591522,4.90057616487455
"587","HOVS",75.7,385.15,173.938181818182,87.5786623089735,7640.60021963563
"588","HPL",81.65,189.3,129.533171521036,20.446666248756,418.860317293952
"589","HSCL",33.1,175.8,76.1788011695906,46.3171541098355,2149.13465379602
"590","HSIL",227.7,530.9,337.964444444444,63.5227977855708,3998.40379959514
"591","HTMEDIA",70,105.55,84.6478787878788,7.83095633178337,60.2488845233714
"592","HUBTOWN",87.2,167.8,107.455947580645,16.3304020223443,263.90599060158
"593","HUDCO",66.1,1380,1071.54307621247,284.447462410822,80777.0945740326
"594","IBREALEST",44.85,266.15,122.828383838384,66.0977986413843,4360.360056353
"595","IBULHSGFIN",552.9,1360.7,979.908961038961,154.510083919674,23821.5828301124
"596","IBVENTURES",13.4,302.4,92.5285858585859,96.1799209415777,9247.40762743835
"597","ICICIBANK",183,326.45,268.226868686869,31.0689670549125,956.336729859322
"598","ICICIPRULI",284.15,494.45,380.768269230769,50.5316465377684,2555.83921175489
"599","ICIL",95.85,1217.3,480.964545454545,386.445135148974,149822.907251656
"600","ICRA",3502.65,4417.7,3998.25303030303,177.048809405348,29554.2577430683
"601","ICSA",2.05,3.9,2.78949494949495,0.293779550972464,0.0831812047601521
"602","IDBI",51.55,89.9,66.7842424242424,8.32352491349944,68.9968984480432
"603","IDBIGOLD",2342,2988.2,2716.29002057613,117.787254566655,13447.2189877498
"604","IDEA",67.45,143.2,93.6453535353535,14.6761638740841,214.068254457531
"605","IDFC",37.15,70.15,54.9245544554455,7.55433762246508,56.6300313727801
"606","IDFCBANK",43.45,8425,5797.06478191368,2391.66476364171,5704705.22117215
"607","IDFNIFTYET",79.3,105.23,94.068416988417,7.59220986176862,56.5673748660621
"608","IFBAGRO",345.2,921.75,442.341919191919,97.8131844072163,9422.89416947818
"609","IFBIND",285.05,1468.3,574.730707070707,260.554731357732,67191.1786787817
"610","IFCI",20.35,1589.4,835.041892021022,456.684731121625,208377.191753647
"611","IFGLREFRAC",77.45,323.4,164.730878859857,60.5190206931204,3625.15368407137
"612","IGARASHI",379.5,1095.85,765.00101010101,146.984876590573,21525.3714330041
"613","IGL",299.6,1613.9,853.4907,317.183389214026,100456.179366202
"614","IGPL",79.6,782.1,320.600909090909,201.643313338055,40668.2441236658
"615","IIFCL",1100,1398.8,1249.01335135135,80.8394999676009,6530.32264761163
"616","IIFL",164.85,716.05,377.416666666667,167.591181055601,28102.9001619433
"617","IIFLFIN",999.89,1911.9,1183.08404969486,259.748058914492,67153.9619689267
"618","IIHFL",1026.31,1700,1141.58228013029,153.065183952988,23407.8690805558
"619","IITL",56.95,151.2,77.122864321608,16.0295438772766,252.45341971191
"620","IL&FSENGG",31.55,67.05,48.1263636363636,6.9844402623569,48.406968347442
"621","IL&FSTRANS",64.6,120.5,88.7815151515152,15.1193586771721,225.061668721629
"622","IMFA",102.9,796.55,408.058888888889,231.321370957632,53801.544831309
"623","IMPAL",656.7,1154.7,790.497865853658,90.8858480920976,8008.52757100368
"624","IMPEXFERRO",1,2.45,1.49033078880407,0.335023061182542,0.110992285272888
"625","INDBANK",6.45,25.55,13.4572727272727,5.05151174273679,25.6147635259477
"626","INDHOTEL",90.6,144.25,117.259127134725,11.9558704894546,140.615063124725
"627","INDIACEM",66.45,220.95,145.138686868687,42.8816435970444,1836.15036660123
"628","INDIAGLYCO",65.05,463.15,166.570606060606,94.7165747588293,8907.6042004662
"629","INDIANB",76.05,417.6,231.177272727273,92.8579434162872,8605.07989326463
"630","INDIANCARD",169.7,309.55,212.385555555556,26.2545295580056,670.886153283851
"631","INDIANHUME",271.85,862,468.164646464646,133.767985595469,17823.5227186848
"632","INDIGO",719.7,1343.45,1018.57323232323,149.699278567737,22230.6279686542
"633","INDIGRID",91.11,98.64,95.445034965035,1.46633723717808,1.96795108834827
"634","INDLMETER",69.5,125.1,92.189898989899,11.0952733211376,121.528582689241
"635","INDNIPPON",331,1385.05,605.839797979798,248.858781092982,61578.8735006441
"636","INDOCO",181.85,343.8,262.346767676768,39.4062076335348,1547.30777393367
"637","INDORAMA",24.8,48.7,32.2131048387097,3.62362891341235,12.5613630661453
"638","INDOSOLAR",5.8,13.85,7.62808080808081,1.1790209662262,1.34843656197604
"639","INDOTECH",144.2,286.45,209.490404040404,23.5569721114385,529.754527154132
"640","INDOTHAI",18,80,31.3168024439919,13.1430891966965,171.287871731992
"641","INDOWIND",3.45,11.05,5.00333333333333,1.46357736538027,2.14644500674764
"642","INDRAMEDCO",47.35,67.3,54.2983838383838,2.87897716706528,7.77921650717703
"643","INDSWFTLAB",32.8,76.6,38.8365656565657,4.74846516042708,20.7731830756962
"644","INDSWFTLTD",3.95,11.7,6.52195121951219,1.70719570131402,2.90860861358104
"645","INDTERRAIN",108.9,230.25,165.439090909091,31.5486821327545,991.992792326095
"646","INDUSINDBK",807.75,1791.25,1291.54021956088,263.314177693021,69343.7528131337
"647","INEOSSTYRO",543.1,1132.2,735.985219399538,169.762846772944,28950.4694572748
"648","INFIBEAM",119.85,1470.3,820.313394919169,415.373222520214,172251.192576247
"649","INFINITE",184.9,278.7,221.945858585859,17.1102763478738,279.860107512371
"650","INFOBEAN",60.15,81.5,67.1530487804878,5.62224355126609,31.5658512269939
"651","INFRABEES",227,371.26,302.237085020243,34.6585000477911,1201.24921679464
"652","INFRATEL",284.25,479.2,369.139393939394,29.8164989044555,862.232506900994
"653","INFY",873.4,1267.6,1031.86612903226,98.3178307858747,9544.58883708048
"654","INGERRAND",604.7,921.5,739.123333333333,74.5899370594071,5470.14498819163
"655","INOXLEISUR",177.25,301.5,243.816363636364,30.4823079520912,921.574752484358
"656","INOXWIND",107.3,364.25,192.881616161616,53.8798453809346,2928.49992392549
"657","INSECTICID",298.2,950.55,569.224949494949,172.23968279317,29719.4487663886
"658","INTELLECT",99.55,283.15,161.920202020202,42.2847380843005,1791.36920832822
"659","INTENTECH",79.05,170.85,106.701295336788,25.0440473607841,633.224270833333
"660","INVENTURE",11,26.6,14.9186746987952,2.88884844229282,8.30436801532084
"661","IOB",22.05,31.95,26.0653535353535,2.21356386994789,4.84718671533145
"662","IOC",285.8,650.2,414.242626262626,69.9046126490019,4848.3904402834
"663","IOLCP",46.45,155.1,90.2706060606061,30.9127101271504,951.405837136548
"664","IPAPPM",225,367.3,300.368383838384,21.7288378461405,459.163595151924
"665","IPCALAB",407.4,742.3,535.243737373737,61.0900641050575,3679.83417616448
"666","IRB",182.25,266.9,223.425403225806,16.1234329702508,255.234478372434
